"","asin","asin_2","real_name_norm","real_name_chr_len","title_lower","chr_len_dynamic","is_the_same","need_fix","X..i.."
"52","B0987C6H2S","B0987C6H2S","0","1","imetec silent power pure, termoventilatore silenzioso con ionizzatore e timer di autospegnimento, stufetta elettrica, 2100 w, funzione antigelo, temperatura regolabile, 4 funzioni","179","FALSE","Fix Me Please My Lord",NA
"53","B0987D9K2X","B0987D9K2X","0","1","imetec silent power protection, termoventilatore silenzioso, 2100 w, stufetta elettrica, timer spegnimento programmabile, temperatura regolabile, 4 funzioni, termostato ambiente, funzione antigelo","196","FALSE","Fix Me Please My Lord",NA
"54","B0987D6J4J","B0987D6J4J","0","1",NA,NA,NA,NA,NA
"55","B0987C1JFD","B0987C1JFD","0","1",NA,NA,NA,NA,NA
"56","B0987CNV93","B0987CNV93","0","1","imetec eco rapid, stufa elettrica 2000 w, tecnologia a basso consumo energetico, termoconvettore 4 temperature, termostato ambiente, silenzioso","143","FALSE","Fix Me Please My Lord",NA
"57","B0987BBB14","B0987BBB14","0","1","imetec eco ceramic diffusion, stufetta elettrica, termoventilatore, corpo oscillante, tecnologia ceramica, basso consumo energetico, 6 funzioni di temperatura, timer","165","FALSE","Fix Me Please My Lord",NA
"58","B00FM266R2","B00FM266R2","0","1","imetec dolcevita es4 bilancia elettronica da cucina, pesa solidi e liquidi, contenitore estraibile, scala graduata, portata 5 kg, divisione 1 g, funzione tara, display digitale, spegnimento automatico","200","FALSE","Fix Me Please My Lord",NA
"59","B076998CD8","B076998CD8","0","1","imetec succovivo pro 2000 estrattore di succo professionale a freddo, spremitura lenta 48 giri/min, 2 filtri per succhi, accessorio per granite e sorbetti, kit per maschere bellezza, con ricettario","197","FALSE","Fix Me Please My Lord",NA
"60","B08JVC7VB4","B08JVC7VB4","0","1","imetec crea&crema sbattitore elettrico, fruste extralunghe per impasti dolci e panna montata, ganci acciaio inox per impastare, 5 velocità, funzione turbo, design ergonomico, 500 w","180","FALSE","Fix Me Please My Lord",NA
"61","B08R7NM2SF","B08R7NM2SF","0","1","imetec tosta&griglia, tostiera elettrica, piastre xl per preparare 3 toast alla volta, compatta, riponibile in verticale, 800 w, spie di funzionamento","150","FALSE","Fix Me Please My Lord",NA
"62","B08JV8L49M","B08JV8L49M","0","1",NA,NA,NA,NA,NA
"63","B08R7NSVL5","B08R7NSVL5","0","1","imetec grantoast, tostapane per toast extra farciti, fessure xl, pinze a fondo chiuso apribili a 360° e regolabili in larghezza, 600 w, 10 livelli doratura, timer","162","FALSE","Fix Me Please My Lord",NA
"64","B08NPR8QNN","B08NPR8QNN","0","1","imetec tritacompact tritatutto, lame in acciaio inox, capienza contenitore 400 ml, funzionamento a pressione, compatto, 350 w","125","FALSE","Fix Me Please My Lord",NA
"65","B08NPMMFWQ","B08NPMMFWQ","0","1","imetec tritapiù tritatutto, 4 lame in acciaio inox, capiente contenitore 600 ml, 18.000 giri/min, funzionamento a pressione, 1000 w, materiali bpa free","151","FALSE","Fix Me Please My Lord",NA
"66","B0BDVBHWWD","B0BDVBHWWD","0","1","imetec cakelover, impastatrice planetaria per dolci, creme e impasti salati, accessoriata, compatta, 1500w, fruste, pale e ganci, contenitore inox, 5 litri, 6 velocità, ricettario","179","FALSE","Fix Me Please My Lord",NA
"67","B08JV8FFYH","B08JV8FFYH","0","1","imetec griglia&gusta bistecchiera, piastre antiaderenti removibili, rivestimento triplo strato al titanio stone-look, grill con 7 posizioni, 3 funzioni di cottura, thermo control, 2000 watt","189","FALSE","Fix Me Please My Lord",NA
"68","B08JV87TZW","B08JV87TZW","0","1","imetec succovivo sj4 1300 estrattore di succo professionale a freddo, spremitura lenta 50 giri/min, filtro per succhi, accessorio per granite e sorbetti, pulizia in 2 minuti","173","FALSE","Fix Me Please My Lord",NA
"69","B09K7ZS81N","B09K7ZS81N","0","1","imetec friggileggero - friggitrice ad aria multifunzione, 12 programmi, riscaldamento rapido, 18 l, 1550 w, comandi digitali, cestello, griglia, leccarda, ricettario, 40x36x34,5 cm","180","FALSE","Fix Me Please My Lord",NA
"70","B01JOL22Y2","B01JOL22Y2","0","1","imetec hb3 frullatore a immersione, gambo large estraibile, lame in acciaio inox, funzionamento a impulsi, 450 w","112","FALSE","Fix Me Please My Lord",NA
"71","B08NK25BLP","B08NK25BLP","0","1",NA,NA,NA,NA,NA
"72","B08NPF5HWD","B08NPF5HWD","0","1","imetec frulla&trita frullatore a immersione, lame in acciaio inox, piede extra large, gambo estraibile, bicchiere graduato da 1 litro, 800 watt, 15.000 giri minuto","163","FALSE","Fix Me Please My Lord",NA
"73","B08NPR9BYM","B08NPR9BYM","0","1","imetec frullarapido, frullatore a immersione, gambo xl in acciaio, lame in acciaio inox, funzionamento a impulsi, 450 w","119","FALSE","Fix Me Please My Lord",NA
"74","B09CYM6KR3","B09CYM6KR3","0","1","imetec frullarapido+, frullatore a immersione, gambo xl in acciaio, lame in acciaio inox, funzionamento a impulsi, bicchiere graduato da 700 ml bpa free, 800 w","159","FALSE","Fix Me Please My Lord",NA
"75","B09CYDKRZ6","B09CYDKRZ6","0","1","imetec frullafacile, frullatore a immersione, gambo xl, lame in acciaio inox, funzionamento a impulsi, bicchiere graduato da 700 ml bpa free, 800 w, impugnatura ergonomica","171","FALSE","Fix Me Please My Lord",NA
"76","B0711KBY99","B0711KBY99","0","1","imetec personal e sport blender pb 100 mini frullatore con 2 bottiglie take-away in tritan e 4 lame in acciaio inox, 22,000 giri/min","132","FALSE","Fix Me Please My Lord",NA
"77","B071451JHC","B071451JHC","0","1","imetec sm 1000 soup maker, cuoce e frulla, 3 programmi automatici, vellutate, zuppe e frullati, 6 porzioni, lame seghettate acciaio inox, con ricettario, 900 w, 1.6 litri","170","FALSE","Fix Me Please My Lord",NA
"78","B08JVCHZF3","B08JVCHZF3","0","1","imetec frullatutto frullatore, lame tritaghiaccio in acciaio inox, bicchiere da 800 ml in vetro antigraffio, 2 velocità, funzionamento impulsi, 500 w, 2 velocità, lavabile lavastoviglie","185","FALSE","Fix Me Please My Lord",NA
"79","B08NPG5D5Y","B08NPG5D5Y","0","1",NA,NA,NA,NA,NA
"80","B08RYGFL21","B08RYGFL21","0","1","imetec frulla&gusta, frullatore con 4 lame in acciaio inox, bicchiare in vetro, 2 velocità e funzionamento impulsi, 500 w, capienza 800 ml, lavabile lavastoviglie, piedini antiscivolo","183","FALSE","Fix Me Please My Lord",NA
"81","B08JV9VVQT","B08JV9VVQT","0","1","imetec la grattugia, grattugia elettrica, rullo in acciaio inox, tramoggia in alluminio, contenitore estraibile con coperchio salvafreschezza, sistema di sicurezza, 150 w","170","FALSE","Fix Me Please My Lord",NA
"82","B08XBZV29G","B08XBZV29G","0","1","imetec grattugissima, grattuggia elettrica per formaggio, pane e frutta secca, contenitore estraibile, coperchio salvafreschezza, 150 w, rullo in acciacio, accessori lavabili in lavastoviglie","191","FALSE","Fix Me Please My Lord",NA
"83","B01LXNKQOL","B01LXNKQOL","0","1","imetec panemio macchina del pane, impasta lievita e cuoce, 12 programmi, cestello pagnotta, accessorio panini, 3 livelli di doratura, avvio programmabile, 550 w, ricettario","172","FALSE","Fix Me Please My Lord",NA
"84","B0848JZ6KP","B0848JZ6KP","0","1","imetec zero-glu pro, macchina per pane, ciabatte e panini senza glutine per celiaci, pasta pizza, dolci, marmellate, 20 programmi, 2 pale impastatrici, temperatura levitazione controllata, ricettario","199","FALSE","Fix Me Please My Lord",NA
"85","B08JV7QK54","B08JV7QK54","0","1","imetec la panetteria +zeroglu, macchina per pane, ciabatte, panini, dolci con farine naturali e senza glutine, 20 programmi, 2 pale impastatrici, temperatura di lievitazione controllata","185","FALSE","Fix Me Please My Lord",NA
"86","B08HS77R9B","B08HS77R9B","0","1",NA,NA,NA,NA,NA
"87","B08JV9LX42","B08JV9LX42","0","1","imetec la tostagriglia, tostiera, piastre xl rigate e antiaderenti, interruttore on/off, spia riscaldamento piastre, gancio chiusura, avvolgicavo, tostapane compatto, 900 w","172","FALSE","Fix Me Please My Lord",NA
"88","B0755CJFPL","B0755CJFPL","0","1","imetec sp 100 spiralizer elettrico, tagliaverdure a spirale, affetta verdure in 3 forme spaghetti, tagliatelle, pappardelle, lame in acciaio inox, contenitore bpa free 500 ml, sistema di sicurezza","196","FALSE","Fix Me Please My Lord",NA
"89","B08NK1L69Z","B08NK1L69Z","0","1","imetec tritamax, tritatutto, 4 lame in acciaio inox, capiente contenitore 600 ml, accessorio frusta per salse e panna montata, 2 velocità, 500 watt","147","FALSE","Fix Me Please My Lord",NA
"90","B08NP5M6D4","B08NP5M6D4","0","1","imetec frescoaroma macina caffè e spezie, pepe, zucchero, frutta secca elettrico con lame in acciaio inox, contenitore salva-freschezza, funzionamento a impulsi, 150 w","167","FALSE","Fix Me Please My Lord",NA
"91","B00IRAFHB2","B00IRAFHB2","0","1","bellissima imetec kit testine di ricambio face cleansing per pelli normali e pelli sensibili, 4 diverse testine per detergere, massaggiare, levigare e idratare la pelle","168","FALSE","Fix Me Please My Lord",NA
"92","B009E7CBIY","B009E7CBIY","0","1","bellissima imetec face cleansing spazzola per pulizia viso, deterge ed esfolia la pelle del viso","96","FALSE","Fix Me Please My Lord",NA
"93","B00M975Z7K","B00M975Z7K","0","1","imetec 16176a scaldasonno sensitive matrimoniale, si adatta ai cambi di temperatura, morbido peluche, coprimaterasso maxi 190 x 160, electro block, 6 temperature, timer, risparmio energetico, lavabile","200","FALSE","Fix Me Please My Lord",NA
"94","B08J8Z15M1","B08J8Z15M1","0","1","imetec adapto velvet square plaid riscaldabile, coperta elettrica 150x95 cm tessuto morbido, basso consumo, tecnologia adapto, dispositivo di sicurezza, rapido riscaldamento, 6 temperature, lavabile","198","FALSE","Fix Me Please My Lord",NA
"95","B08J8ZLLDT","B08J8ZLLDT","0","1","imetec adapto velvet jacquard plaid riscaldabile, coperta elettrica 140x180 cm tessuto morbido, basso consumo, tecnologia adapto, dispositivo di sicurezza, rapido riscaldamento, 6 temperature,lavabile","200","FALSE","Fix Me Please My Lord",NA
"96","B08J8ZH957","B08J8ZH957","0","1","imetec adapto velvet tartan plaid riscaldabile con tasca mani e piedi, coperta elettrica 150x110 cm, basso consumo, tecnologia adapto, sicuro, rapido riscaldamento, 6 temperature, lavabile","188","FALSE","Fix Me Please My Lord",NA
"97","B08J8XJHNM","B08J8XJHNM","0","1","imetec adapto velvet tartan plaid riscaldabile, coperta elettrica 160x120 cm tessuto morbido, basso consumo, tecnologia adapto, dispositivo di sicurezza, rapido riscaldamento, 6 temperature, lavabile","199","FALSE","Fix Me Please My Lord",NA
"98","B00A9269R2","B00A9269R2","0","1","imetec scaldasonno singolo, 150 x 80 cm, comando 2 temperature, tessuto trapuntato, lavabile a mano e in lavatrice a 40°c","121","FALSE","Fix Me Please My Lord",NA
"99","B00K6MR6JK","B00K6MR6JK","0","1",NA,NA,NA,NA,NA
"100","B07Y8GR1WS","B07Y8GR1WS","0","1","imetec scaldasonno adapto singolo 150 x 80 cm, basso consumo, tecnologia brevettata, riscaldamento rapido, temperatura personalizzata, 100% cotone, made in italy, comando con 6 temperature","188","FALSE","Fix Me Please My Lord",NA
"101","B07Y8GH4K8","B07Y8GH4K8","0","1","imetec scaldasonno adapto matrimoniale 150 x 160 cm, basso consumo, tecnologia brevettata, riscaldamento rapido, temperatura personalizzata, 100% cotone, made in italy, 2 comandi con 6 temperature","196","FALSE","Fix Me Please My Lord",NA
"102","B07Y8FDGDQ","B07Y8FDGDQ","0","1","imetec scaldasonno adapto piazza e mezza 150 x 120 cm, basso consumo, tecnologia brevettata, riscaldamento rapido, temperatura personalizzata, 100 % cotone, made in italy, comando con 6 temperature","197","FALSE","Fix Me Please My Lord",NA
"103","B07Y8GQMP5","B07Y8GQMP5","0","1",NA,NA,NA,NA,NA
"104","B07Y8GCMLG","B07Y8GCMLG","0","1","imetec scaldasonno adapto matrimoniale 150 x 160 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, 100% lana e merino, made in italy, 2 comandi separati, 6 temperature","186","FALSE","Fix Me Please My Lord",NA
"105","B07Y8FZ6GJ","B07Y8FZ6GJ","0","1","imetec scaldasonno adapto singolo 150 x 80 cm, riscaldamento rapido, temperatura costante e personalizzata, tessuto trapuntato anallergico, made in italy, comando con 6 temperature","180","FALSE","Fix Me Please My Lord",NA
"106","B07Y8GQVND","B07Y8GQVND","0","1","imetec scaldasonno adapto matrimoniale, basso consumo, riscaldamento rapido, temperatura personalizzata, tessuto trapuntato anallergico, made in italy, 2 comandi con 6 temperature, 150 x 160 cm","193","FALSE","Fix Me Please My Lord",NA
"107","B08HR1VGSR","B08HR1VGSR","0","1","imetec scaldasonno adapto maxi coprimaterasso singolo 195x90 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, tessuto anallergico trapuntato, comando a 6 temperature","185","FALSE","Fix Me Please My Lord",NA
"108","B08HR23S41","B08HR23S41","0","1","imetec scaldasonno adapto maxi coprimaterasso matrimoniale 195x165 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, tessuto anallergico trapuntato, doppio comando, 6 temperature","197","FALSE","Fix Me Please My Lord",NA
"109","B08J8XMFQN","B08J8XMFQN","0","1","imetec scaldasonno adapto maxi coprimaterasso matrimoniale 195 x 165 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, 100% lana e merino, doppio comando, 6 temperature","187","FALSE","Fix Me Please My Lord",NA
"110","B0056BZZDA","B0056BZZDA","0","1","imetec scaldasonno singolo 150x80 cm, basso consumo, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy, ‎5 x 12.5 x 40.5 cm; 1.3 kg","166","FALSE","Fix Me Please My Lord",NA
"111","B0056C02MI","B0056C02MI","0","1","imetec scaldasonno matrimoniale 150x160 cm, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy","128","FALSE","Fix Me Please My Lord",NA
"112","B09GTTY863","B09GTTY863","0","1","imetec scaldasonno adapto maxi coprimaterasso matrimoniale 195x165 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, 100% cotone percalle trapuntato, doppio comando, 6 temperature","198","FALSE","Fix Me Please My Lord",NA
"113","B078RL1X78","B078RL1X78","0","1",NA,NA,NA,NA,NA
"114",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","B09CTZF711","B09CTZF711","0","1","imetec intellisense comfort, termoforo multiuso, cuscino termico, per schiena e addome, tasca per mani, rapido riscaldamento, tessuto anallergico, 5 temperature, electro block di sicurezza, lavabile","198","FALSE","Fix Me Please My Lord",NA
"116","B09KV6G5KT","B09KV6G5KT","0","1","imetec intellisense essential, termoforo multiuso, cuscino termico, 40x35 cm, tessuto anallergico, 5 temperature, electro block di sicurezza, lavabile, 40x35 cm","160","FALSE","Fix Me Please My Lord",NA
"117","B09CTZM9LJ","B09CTZM9LJ","0","1","imetec intellisense xl, termoforo extra large schiena e gambe, cuscino termico, 38x50 cm, tessuto micro peluche, 5 temperature, electro block di sicurezza, riscaldamento rapido, lavabile in lavatrice","199","FALSE","Fix Me Please My Lord",NA
"118","B09CTZV4TM","B09CTZV4TM","0","1","imetec intellisense cervical, termoforo per cervicale e spalle, cuscino termico, 47x52 cm, tessuto anallergico, 5 temperature, electro block di sicurezza, riscaldamento rapido, lavabile in lavatrice","198","FALSE","Fix Me Please My Lord",NA
"119","B0B8JFYZ34","B0B8JFYZ34","0","1","imetec intellisensefeet scaldapiedi, tecnologia intellisense, tessuto morbido, 5 temperature, autospegnimento, dispositivo sicurezza electro block, rivestimento lavabile in lavatrice, 52x54 cm","192","FALSE","Fix Me Please My Lord",NA
"120","B07VC16GW8","B07VC16GW8","0","1","imetec compact es1 100 bilancia pesapersone elettronica compatta, design ultrasottile, ampio lcd display, portata max 150 kg","124","FALSE","Fix Me Please My Lord",NA
"121","B07W4JVN8S","B07W4JVN8S","0","1","imetec monitoring es9 300 bilancia pesapersone elettronica, monitoraggio trend grafico peso, 4 utenti, fino a 180 kg, lcd display, vetro temperato","146","FALSE","Fix Me Please My Lord",NA
"122","B09N2JV9X3","B09N2JV9X3","0","1","imetec pro, bilancia pesapersone analogica, rileva il peso in modo chiaro e affidabile, pedana antiscivolo, portata max 150 kg, divisione 1 kg, funzionamento meccanico","167","FALSE","Fix Me Please My Lord",NA
"123","B07WBZC85N","B07WBZC85N","0","1","imetec precision es13 200 bilancia pesapersone elettronica, rivela anche le minime variazioni di peso, fino a 180 kg, lcd display, vetro temperato, batterie incluse","164","FALSE","Fix Me Please My Lord",NA
"124","B07VGH4Z81","B07VGH4Z81","0","1","imetec body analizer es7 400 bilancia pesapersone diagnostica, misura acqua corporea, massa muscolare e grassa","110","FALSE","Fix Me Please My Lord",NA
"125","B00GLSDCS2","B00GLSDCS2","0","1","imetec nuvola ferro da stiro da viaggio a vapore, piastra in acciaio inossidabile da 1000 w, custodia da viaggio, doppio voltaggio","130","FALSE","Fix Me Please My Lord",NA
"126","B07CKY9SNZ","B07CKY9SNZ","0","1","imetec zerocalc z1 2500 ferro da stiro, tecnologia anticalcare, piastra inox 2200 w, colpo vapore 120 g","103","FALSE","Fix Me Please My Lord",NA
"127","B07MZGRDJ4","B07MZGRDJ4","0","1","imetec zerocalc z3 3700 ferro da stiro, tecnologia anticalcare, piastra ceramica ad alta scorrevolezza, 2400w, colpo vapore 160 g, 0,3 litri, dispositivo antigoccia tecnologia a risparmio energetico","198","FALSE","Fix Me Please My Lord",NA
